channelId,channelName,type,uploads,views,likes,comments,avg_views,er,shorts_ratio,median_views,p90_views,avg_subscribers
UCV9q55OrgdXrhp1zG9WOWnw,박언니,creator,1,1019,9,5,1019.00,0.013739,0.0000,1019,1019,0.00
UCwes9aZbVRQIzdppanA-oiw,Dr.HyunMooYeol,creator,2,967,13,0,483.50,0.013444,1.0000,483.5,842.3000000000001,0.00
UCxIBvq8U4tX6-1GkagB-wig,wclinics,hospital_clinic,3,920,13,0,306.67,0.014130,0.6667,397,413,0.00
UCf1y-I2GQ1jXalGkpdA1sNA,4ever-clinic,hospital_clinic,2,847,2,0,423.50,0.002361,1.0000,423.5,525.5,0.00
UC7T0doUT72eaHGbPG1N2Z-w,Doctor_JYP,creator,2,832,14,1,416.00,0.018029,0.5000,416,665.6,0.00
UCTFg7L18_OehorWWU62iPSw,꿈돌이1,creator,1,829,28,8,829.00,0.043426,0.0000,829,829,0.00
UCmvZZXwdh_J-Es4u_R6iKHg,abskinclinic,hospital_clinic,2,789,8,0,394.50,0.010139,0.5000,394.5,671.7,0.00
UCl6KsXyh1sQ2NsisJh7hqlQ,PRIE_R,creator,1,768,0,8,768.00,0.010417,1.0000,768,768,0.00
UCodG0bJ3OICRA1bg4TBdU9A,피부트래블러,creator,1,751,32,3,751.00,0.046605,0.0000,751,751,0.00
UCP_RJGEgyQZGY4AN5KNOE6Q,피부과전문의이홍선,hospital_clinic,2,744,14,2,372.00,0.021505,0.0000,372,576.8,0.00
UCJZR7Zsi-aMrFwrZMG-D1NQ,Dr_uming,creator,1,736,2,0,736.00,0.002717,1.0000,736,736,0.00
UCIEiLmu_FaZ-NNUrT45otHQ,vandsclinic,hospital_clinic,3,698,1,0,232.67,0.001433,0.0000,256,278.4,0.00
UCMTOpx62dTK4S6Dkzur1MxQ,dermassong,hospital_clinic,1,641,6,0,641.00,0.009360,1.0000,641,641,0.00
UC-ILQW1E4WuGXfkZeNh9Frw,BlingJyuJyu,creator,1,623,0,0,623.00,0.000000,0.0000,623,623,0.00
UCFjkFyYDu4HpLjc9axlh6YQ,mj-7382,creator,2,619,17,3,309.50,0.032310,0.0000,309.5,352.3,0.00
UCn-eBneB1rcfVbpmqELGkhw,Dr.gooseyoung,creator,3,615,0,0,205.00,0.000000,0.6667,256,304,0.00
UCbgx2UTKb56ICoDpuaix2tQ,essence_man,creator,1,608,8,4,608.00,0.019737,1.0000,608,608,0.00
UCAirUvR94MLsGchTju6FL2Q,REDIskin,creator,1,582,18,10,582.00,0.048110,0.0000,582,582,0.00
UC-iXE6ByDkIyvFsjdPws7_A,345plasticsurgery,creator,2,569,3,0,284.50,0.005272,0.5000,284.5,442.5,0.00
UCoGCuFgQ4ckazZO5xMNQ_gw,에스리본의원홍대점,hospital_clinic,1,540,10,0,540.00,0.018519,1.0000,540,540,0.00
UC6_hzEipiV30HBB0H55p6Xw,glass_skin_project,creator,1,535,5,0,535.00,0.009346,1.0000,535,535,0.00
UCMyMDshF8_TqZHsJz4lkzeQ,ON_CLINIC,hospital_clinic,1,492,2,0,492.00,0.004065,1.0000,492,492,0.00
UC8zT45xgeV8dsYUQAe4IZvg,sakiryo741,creator,2,487,1,0,243.50,0.002053,1.0000,243.5,256.7,0.00
UCPCV8VUnJdCMWnKmspckRSQ,review_ha_lora,creator,1,454,6,2,454.00,0.017621,1.0000,454,454,0.00
UCok5F0CjbBm0-AU-QQFLg8Q,eunel_clinic,hospital_clinic,2,448,6,1,224.00,0.015625,0.5000,224,251.2,0.00
UChq2PUWCfk0pI7MZmmAhy7g,pangpangclinic,hospital_clinic,1,446,1,10,446.00,0.024664,1.0000,446,446,0.00
UCVQvdzrmbTo2QTJalhw4coQ,classys_kr,creator,1,443,80,24,443.00,0.234763,0.0000,443,443,0.00
UCoc4HNOZ5JvlXQoPXePZr9Q,wannabeps,creator,1,434,3,0,434.00,0.006912,1.0000,434,434,0.00
UCaAu-pscRhXN7rqY_og9Lzw,DR.하이영,creator,1,423,4,0,423.00,0.009456,1.0000,423,423,0.00
UCFd1S1ujbYrTpsBDvmn-YFw,LiftingPS,creator,1,422,1,0,422.00,0.002370,1.0000,422,422,0.00
UCVcpzERSgFWF5YzdS4cn13A,life_medical,creator,3,420,0,0,140.00,0.000000,1.0000,181,216.2,0.00
UChNs3SetnJdRoLmOmXpww2A,jiminkim2268,creator,2,418,5,1,209.00,0.014354,0.5000,209,337,0.00
UCw1Hs-87H7vxsVAzDCt0Uhg,bellebeauclinic,hospital_clinic,1,400,2,1,400.00,0.007500,1.0000,400,400,0.00
UCAwj30tgtXa8Bq2l4PX0usg,beauty_u_clinic,hospital_clinic,1,378,0,0,378.00,0.000000,1.0000,378,378,0.00
UC_LpRPtTtmZezVSUX1o6_Mw,onhistory_regen,creator,1,371,5,0,371.00,0.013477,1.0000,371,371,0.00
UC-rYpRZQRqmcVYl6EjQJz6Q,skinsignal,creator,2,368,15,0,184.00,0.040761,0.5000,184,258.4,0.00
UCePeaIc01sT016eAv3N25TQ,s4020s,creator,2,355,0,0,177.50,0.000000,1.0000,177.5,262.70000000000005,0.00
UCcSbUxHSpQuPsiAt3Wt0u4A,이천피부과,hospital_clinic,1,338,1,1,338.00,0.005917,1.0000,338,338,0.00
UCVowQXjUUwNADwW4N-VrZog,Lesommetclinic,hospital_clinic,2,332,0,0,166.00,0.000000,1.0000,166,281.2,0.00
UCkf5xg44ji0aYlUIadhSpVQ,도레미피부상담소,creator,1,325,1,0,325.00,0.003077,1.0000,325,325,0.00
UChhOKZK_wGsxk8ns3B9ROkQ,닥터굿스킨김경오,creator,1,321,5,1,321.00,0.018692,1.0000,321,321,0.00
UC08L1tO75kchsut-Jv5C2zA,SHINYU_CLINIC,hospital_clinic,1,315,2,0,315.00,0.006349,1.0000,315,315,0.00
UCuYX7oN7NxZHLqUqZDmTZ_g,hoo_busan,creator,1,303,0,0,303.00,0.000000,1.0000,303,303,0.00
UCNgI5LPMm0jlORaZvm_cqCg,닥터씨엘,creator,1,288,14,1,288.00,0.052083,0.0000,288,288,0.00
UCUmYdf9LCLSFmwvJ6ttbO5g,동안당,creator,1,274,2,1,274.00,0.010949,1.0000,274,274,0.00
UCTk_cWuvZPp1P-8nRxzzfGQ,dd_hong,creator,1,257,0,3,257.00,0.011673,0.0000,257,257,0.00
UCAqsyRG8VQGMOQM5Zx6wJeA,wooubit0,creator,1,243,0,0,243.00,0.000000,1.0000,243,243,0.00
UCjDTjvdbaBNFnUh6BsqQj3g,viralstudio_msfu,creator,1,240,1,0,240.00,0.004167,1.0000,240,240,0.00
UCdgKFoa_nAO0DVm8stiA0Ig,ginas9988,creator,1,229,7,1,229.00,0.034934,0.0000,229,229,0.00
UCdsrVwk4MnEJbWyHpAm2Itg,treeblossom_me4087,creator,1,191,4,3,191.00,0.036649,0.0000,191,191,0.00
UC3MmjcmbRDqlkB_NC5uPKRw,cheongmiclinic,hospital_clinic,1,184,0,0,184.00,0.000000,1.0000,184,184,0.00
UCLcvQbSlPNq_xUrnqSDcn-g,doctor_purple,creator,1,176,4,1,176.00,0.028409,1.0000,176,176,0.00
UCtVfoC5BdLL6OFL5oGxw3_g,다미클리닉TV,hospital_clinic,1,161,2,2,161.00,0.024845,1.0000,161,161,0.00
UCtTmHATSxRweFY0IjXiIoXA,jjudoll2,creator,1,154,3,0,154.00,0.019481,1.0000,154,154,0.00
UCnck2SMyoJchoj4zSDJjisA,ustins1078,creator,1,144,0,0,144.00,0.000000,1.0000,144,144,0.00
UC-PLQxQjnwOOiq9r54devbQ,BS닥터,creator,1,143,3,0,143.00,0.020979,1.0000,143,143,0.00
UCeISn7AHbPIqXwWKCB_6eHg,HidocTV,creator,1,130,3,0,130.00,0.023077,0.0000,130,130,0.00
UCJyz6ST2HHb90yAJZ_Rt7SQ,순수안피부과의원,hospital_clinic,1,128,0,0,128.00,0.000000,1.0000,128,128,0.00
UCcwVjpq-FpxoQHQRJvTCsRA,슬로아의원,hospital_clinic,1,125,1,0,125.00,0.008000,1.0000,125,125,0.00
UCJT4XXjfaxSPxTe2Ui95zTQ,DoctorShort,creator,1,124,9,5,124.00,0.112903,0.0000,124,124,0.00
UCtAXlP8IMys9UKsKPGsDgsw,GLOW0719J,creator,1,124,3,1,124.00,0.032258,0.0000,124,124,0.00
UCJorCBgfhrKjNiXlML45Xaw,cellup_dr,creator,1,121,5,0,121.00,0.041322,0.0000,121,121,0.00
UCjqwHrk39tox9ToJDiuj5Iw,K-BeautyBlossom,creator,1,120,1,0,120.00,0.008333,1.0000,120,120,0.00
UChXTq-7qSDvLcxtzsm5LKUQ,starpibu,creator,1,115,3,0,115.00,0.026087,0.0000,115,115,0.00
UCFpFZkm7mclD-z_-j7FTUag,toxnfill_official,brand,1,115,2,3,115.00,0.043478,0.0000,115,115,0.00
UC56EJGK3sCARR_QbkHyVciw,mamdae,creator,1,115,5,1,115.00,0.052174,0.0000,115,115,0.00
UCCCog1IEcgltuiNSzymXrDw,lifn_clinic,hospital_clinic,1,107,4,3,107.00,0.065421,0.0000,107,107,0.00
UC6gfc_zYHBawIQFNtkaiKNg,daegu_mido,creator,1,97,4,0,97.00,0.041237,0.0000,97,97,0.00
UCL2mpqqNjD4mX9E9S4bH2JA,solightnim,creator,1,97,0,0,97.00,0.000000,1.0000,97,97,0.00
UCLU-ix5Mh_D0kpWi9UD8H6Q,highendskin,creator,2,96,7,0,48.00,0.072917,0.0000,48,48.8,0.00
UC29eAh7VtLisdIGJdEd-57Q,Choni0110,creator,1,88,0,2,88.00,0.022727,0.0000,88,88,0.00
UC3-t5WNKYx9YmW7rpHU0gGA,DR.SWITCH-ON,creator,1,83,5,0,83.00,0.060241,0.0000,83,83,0.00
UC06E0M7tcU7-K2yZRcLrawA,Cinepark-clinic,hospital_clinic,1,82,1,0,82.00,0.012195,0.0000,82,82,0.00
UCSrL3gzR8bBS0B7r-z0mwxA,dr.an.beauty,creator,2,76,8,0,38.00,0.105263,0.0000,38,56.4,0.00
UCdpFBTfnj6wRpRULXjr8-3Q,얼굴의정석,creator,1,72,11,0,72.00,0.152778,0.0000,72,72,0.00
UCgCiirNw3YP8nuLN2PEaL4A,dryoonskin,creator,3,70,3,0,23.33,0.042857,0.0000,7,47,0.00
UC-1gZumllevdRN5MR3TfVAQ,환승닥터_의사이야기,creator,1,67,10,4,67.00,0.208955,0.0000,67,67,0.00
UCS9IQ9c5ZDXZ1JIEiEOmofA,themeskinkr,creator,1,60,6,0,60.00,0.100000,0.0000,60,60,0.00
UCQcsABkpRjsJy3_J4O91Kgw,graceps_kr,creator,1,60,0,0,60.00,0.000000,1.0000,60,60,0.00
UC1i1zsSYxWulodVTkPcERFA,da-dermatology,hospital_clinic,1,59,1,0,59.00,0.016949,0.0000,59,59,0.00
UCfNwdJxY-wUOt2rJtXj3CQg,theyujin1956,creator,1,51,2,0,51.00,0.039216,0.0000,51,51,0.00
UChKrnIkRFrlOpygSTDkBz1g,1percentps,creator,1,51,1,0,51.00,0.019608,0.0000,51,51,0.00
UCW5tXEfIIIzulIdc7FyC1Cg,dr.designer_ydp,creator,1,47,3,0,47.00,0.063830,0.0000,47,47,0.00
UCzOcefGlG7zdQId7BRgW69g,COSHELIN_TV,creator,1,47,8,0,47.00,0.170213,0.0000,47,47,0.00
UC9Whg20W47LSvdMasJsl7vg,eggclinic,hospital_clinic,1,45,1,0,45.00,0.022222,0.0000,45,45,0.00
UCS1fE-ThvP39pOcV0s0Qnuw,dr.6823,creator,1,45,2,1,45.00,0.066667,0.0000,45,45,0.00
UCe5L3UMSZO5EU8L1nBZBcQQ,dicarat_clinic,hospital_clinic,1,44,6,5,44.00,0.250000,0.0000,44,44,0.00
UCM-ARHLzPWkSNir-jTs6WFg,Symphony_clinic,hospital_clinic,2,37,2,0,18.50,0.054054,0.0000,18.5,26.900000000000002,0.00
UC5liKei-2v0i3S5Qu1rq4sw,doctorkyle1210,creator,1,30,3,1,30.00,0.133333,0.0000,30,30,0.00
UCWrZVua5W-fbOAkSh3RUeNg,아이엘클리닉,hospital_clinic,1,29,3,0,29.00,0.103448,1.0000,29,29,0.00
UCF0YUdkFqfaqChi0ADL0rcw,섬세한민원장,creator,1,25,2,1,25.00,0.120000,0.0000,25,25,0.00
UCFaavP5HcIFKEvXiOaVrPVA,에스에이치의원,hospital_clinic,1,23,1,0,23.00,0.043478,0.0000,23,23,0.00
UC61FyjEuwaL8zlcv927LHyQ,olaraclinic,hospital_clinic,1,22,4,0,22.00,0.181818,1.0000,22,22,0.00
UC1S5r0UyTqCqych_LuCF27w,필러요정영원장,creator,1,20,0,0,20.00,0.000000,0.0000,20,20,0.00
UCothR2uzZrRLZq1agW4z73g,isowonyou,creator,1,19,1,0,19.00,0.052632,0.0000,19,19,0.00
UCM9mkFmUff9cKRZrcaaIImA,doctorjoo-star,creator,1,18,3,0,18.00,0.166667,0.0000,18,18,0.00
UCiSxZMQ1QXEi5GPnK7KkPEQ,dr.oneulan,creator,1,18,2,0,18.00,0.111111,0.0000,18,18,0.00
UC5XbRLUPKK4f31NixCcr26Q,뷰티선배,creator,1,17,2,0,17.00,0.117647,0.0000,17,17,0.00
UCIYLhZBavI1bAxJT6MtTa5w,eurekadoctor,creator,1,14,4,0,14.00,0.285714,0.0000,14,14,0.00
UC_H66Kh6WITdphDmrXpDtaA,PURPLE_CLINIC,hospital_clinic,3,14,4,3,4.67,0.500000,0.0000,5,7.4,0.00
UCxU9DSyEKs2BaC4-iRn88aA,스킨마스터클래스,creator,1,13,0,0,13.00,0.000000,0.0000,13,13,0.00
UCL8Etg6aXy4lCv4z2g91Jgw,루미나피부과의원,hospital_clinic,1,6,0,0,6.00,0.000000,0.0000,6,6,0.00
