channelId,channelName,type,uploads,views,likes,comments,avg_views,er,shorts_ratio,median_views,p90_views,avg_subscribers
UC1S5r0UyTqCqych_LuCF27w,UC1S5r0UyTqCqych_LuCF27w,creator,1,423,2,0,423.00,0.004728,1.0000,423,423,0.00
UCeISn7AHbPIqXwWKCB_6eHg,UCeISn7AHbPIqXwWKCB_6eHg,creator,1,404,15,1,404.00,0.039604,0.0000,404,404,0.00
UCkSAUglMtJFG7YZuElAsQNg,UCkSAUglMtJFG7YZuElAsQNg,creator,1,401,1,0,401.00,0.002494,1.0000,401,401,0.00
UCbzhS2IbxjTFXbNLhNI0HLQ,UCbzhS2IbxjTFXbNLhNI0HLQ,creator,1,393,0,6,393.00,0.015267,0.0000,393,393,0.00
UChNs3SetnJdRoLmOmXpww2A,UChNs3SetnJdRoLmOmXpww2A,creator,1,393,4,1,393.00,0.012723,1.0000,393,393,0.00
UC4a66iS2S_CVDi7vQOd5Trw,UC4a66iS2S_CVDi7vQOd5Trw,creator,1,393,1,0,393.00,0.002545,1.0000,393,393,0.00
UCtpz9DwD4_yi6kQaQyItirA,UCtpz9DwD4_yi6kQaQyItirA,hospital_clinic,1,374,2,3,374.00,0.013369,1.0000,374,374,0.00
UC8FCk6fPAlplNV8N_aE5k-w,UC8FCk6fPAlplNV8N_aE5k-w,creator,2,371,7,4,185.50,0.029650,0.5000,185.5,285.9,0.00
UCTxRsVeVmkYxI3DVyKL1Ibg,UCTxRsVeVmkYxI3DVyKL1Ibg,creator,3,363,26,7,121.00,0.090909,0.0000,42,231.60000000000002,0.00
UC47_gOo1ysXgVrVITBp6rmA,UC47_gOo1ysXgVrVITBp6rmA,creator,2,351,4,0,175.50,0.011396,0.5000,175.5,289.5,0.00
UCWR-CGXI21SpuCPr5fChhyw,UCWR-CGXI21SpuCPr5fChhyw,creator,1,349,3,0,349.00,0.008596,1.0000,349,349,0.00
UCVdRa8G8n-Er_-zHk9IEFRw,UCVdRa8G8n-Er_-zHk9IEFRw,creator,1,335,1,0,335.00,0.002985,1.0000,335,335,0.00
UC-VMUFnRY_Wy6UEOB4hEDFQ,UC-VMUFnRY_Wy6UEOB4hEDFQ,creator,2,326,12,12,163.00,0.073620,0.0000,163,163,0.00
UC8ynRl4mUwAODAo_GgOxCbw,UC8ynRl4mUwAODAo_GgOxCbw,creator,1,319,5,6,319.00,0.034483,1.0000,319,319,0.00
UCsgXWMZT16_Dzkd1QO6_9Bg,UCsgXWMZT16_Dzkd1QO6_9Bg,creator,1,304,2,0,304.00,0.006579,1.0000,304,304,0.00
UCMyMDshF8_TqZHsJz4lkzeQ,UCMyMDshF8_TqZHsJz4lkzeQ,hospital_clinic,1,304,0,0,304.00,0.000000,1.0000,304,304,0.00
UCXqkIPCc6yWGN8QRijNCxiw,UCXqkIPCc6yWGN8QRijNCxiw,creator,1,295,1,0,295.00,0.003390,1.0000,295,295,0.00
UCYRaWZ4evX2SR5fuSGUX-4g,UCYRaWZ4evX2SR5fuSGUX-4g,creator,1,278,0,0,278.00,0.000000,1.0000,278,278,0.00
UCjqwHrk39tox9ToJDiuj5Iw,UCjqwHrk39tox9ToJDiuj5Iw,creator,2,272,2,0,136.00,0.007353,1.0000,136,136,0.00
UC8SDxaPyY_uoTvEYL0pxeMA,UC8SDxaPyY_uoTvEYL0pxeMA,creator,1,271,0,0,271.00,0.000000,1.0000,271,271,0.00
UCr7a-EmdaaeyoBfwU1H4R3A,UCr7a-EmdaaeyoBfwU1H4R3A,creator,1,270,2,0,270.00,0.007407,1.0000,270,270,0.00
UCxOtenVJb6N6mhLfTnyo10Q,UCxOtenVJb6N6mhLfTnyo10Q,creator,2,255,22,1,127.50,0.090196,0.0000,127.5,151.9,0.00
UCx8uHdZRCYFeEIrLfQ5SXzA,UCx8uHdZRCYFeEIrLfQ5SXzA,creator,2,248,8,0,124.00,0.032258,0.0000,124,124,0.00
UC9cU8mJSdrC_U0gEObq-XFw,UC9cU8mJSdrC_U0gEObq-XFw,creator,1,244,7,8,244.00,0.061475,0.0000,244,244,0.00
UCwes9aZbVRQIzdppanA-oiw,UCwes9aZbVRQIzdppanA-oiw,creator,1,230,7,0,230.00,0.030435,1.0000,230,230,0.00
UCeKdHJw8k761N627DKOMp8g,UCeKdHJw8k761N627DKOMp8g,creator,1,219,1,0,219.00,0.004566,0.0000,219,219,0.00
UCnv5H-xklAgapR7wbuBMNMw,UCnv5H-xklAgapR7wbuBMNMw,creator,2,217,6,0,108.50,0.027650,0.5000,108.5,189.70000000000002,0.00
UC_13aQtM36ZJDnwwr3DIfiQ,UC_13aQtM36ZJDnwwr3DIfiQ,creator,3,208,5,1,69.33,0.028846,0.0000,65,81,0.00
UCyMpNOLuHWQB1Dk9atWu22w,UCyMpNOLuHWQB1Dk9atWu22w,creator,1,192,1,0,192.00,0.005208,1.0000,192,192,0.00
UCjUKjteIIeD8sQFGlme1-HQ,UCjUKjteIIeD8sQFGlme1-HQ,creator,1,174,0,0,174.00,0.000000,1.0000,174,174,0.00
UCwKT-jeLP09j6sBZ0zP75uQ,UCwKT-jeLP09j6sBZ0zP75uQ,creator,2,170,8,0,85.00,0.047059,0.0000,85,85,0.00
UC5flkV-X1ahz3Ms46xIqEjw,UC5flkV-X1ahz3Ms46xIqEjw,creator,2,162,0,0,81.00,0.000000,0.0000,81,133.8,0.00
UCfJs7A4qN0AEEIZXBTe8vmw,UCfJs7A4qN0AEEIZXBTe8vmw,creator,1,147,13,0,147.00,0.088435,0.0000,147,147,0.00
UCZZw3Ncmew0yTY7-CiVh8zA,UCZZw3Ncmew0yTY7-CiVh8zA,creator,1,135,1,0,135.00,0.007407,0.0000,135,135,0.00
UCu1bt7gD-XFKHmi5Szl8LNA,UCu1bt7gD-XFKHmi5Szl8LNA,hospital_clinic,6,113,9,8,18.83,0.150442,1.0000,17.5,33,0.00
UC67WVtVmE6T-4iyDuJEtkJA,UC67WVtVmE6T-4iyDuJEtkJA,creator,1,113,3,3,113.00,0.053097,0.0000,113,113,0.00
UCC7nzyuOd5QRsqaNqLpb-Fg,UCC7nzyuOd5QRsqaNqLpb-Fg,hospital_clinic,1,102,0,0,102.00,0.000000,1.0000,102,102,0.00
UC93xjAviFM-t4ECyLx3d4PQ,UC93xjAviFM-t4ECyLx3d4PQ,creator,2,88,8,0,44.00,0.090909,0.0000,44,44,0.00
UCUBgJJ0q9hDesoKbUqYUIDQ,UCUBgJJ0q9hDesoKbUqYUIDQ,creator,1,85,5,1,85.00,0.070588,0.0000,85,85,0.00
UCjGnr3NEWkojZzI4VDo93aA,UCjGnr3NEWkojZzI4VDo93aA,creator,3,70,11,2,23.33,0.185714,0.0000,22,25.2,0.00
UCzYDScJe4LsvxnOfNDiG-_Q,UCzYDScJe4LsvxnOfNDiG-_Q,creator,1,57,4,0,57.00,0.070175,1.0000,57,57,0.00
UCi66N8gqXoh3j0EdfY835iw,UCi66N8gqXoh3j0EdfY835iw,creator,1,56,4,8,56.00,0.214286,0.0000,56,56,0.00
UCGkjoXXb49emd42Omjv6spw,UCGkjoXXb49emd42Omjv6spw,hospital_clinic,1,55,6,0,55.00,0.109091,0.0000,55,55,0.00
UCSif1ffMeU2AZThq3gjIAlQ,UCSif1ffMeU2AZThq3gjIAlQ,creator,2,45,6,0,22.50,0.133333,0.0000,22.5,28.5,0.00
UC4sydiRymzyzxMlbpPu7Oog,UC4sydiRymzyzxMlbpPu7Oog,creator,1,41,5,0,41.00,0.121951,0.0000,41,41,0.00
UCxL-mycH-upGWCkUEjbjOeA,UCxL-mycH-upGWCkUEjbjOeA,creator,1,41,0,0,41.00,0.000000,0.0000,41,41,0.00
UCZ-_l9CDbRjvtQUM9Bd6XHQ,UCZ-_l9CDbRjvtQUM9Bd6XHQ,creator,1,40,1,0,40.00,0.025000,0.0000,40,40,0.00
UCiSxZMQ1QXEi5GPnK7KkPEQ,UCiSxZMQ1QXEi5GPnK7KkPEQ,creator,2,38,0,0,19.00,0.000000,0.0000,19,19,0.00
UC_H66Kh6WITdphDmrXpDtaA,UC_H66Kh6WITdphDmrXpDtaA,hospital_clinic,5,27,4,4,5.40,0.296296,0.0000,4,10.8,0.00
UC1i1zsSYxWulodVTkPcERFA,UC1i1zsSYxWulodVTkPcERFA,hospital_clinic,1,27,2,0,27.00,0.074074,0.0000,27,27,0.00
UCLFZSqhNRDq34aZrOTowd6w,UCLFZSqhNRDq34aZrOTowd6w,creator,1,27,0,0,27.00,0.000000,0.0000,27,27,0.00
UCgjHSni4RFcF1AN61S9c0dg,UCgjHSni4RFcF1AN61S9c0dg,creator,1,25,5,0,25.00,0.200000,0.0000,25,25,0.00
UCWkbb37aqQaRaYLDuGXy8oA,UCWkbb37aqQaRaYLDuGXy8oA,creator,1,20,0,0,20.00,0.000000,0.0000,20,20,0.00
UCPK4NnhUBP-ue2IJQPP8u8Q,UCPK4NnhUBP-ue2IJQPP8u8Q,creator,1,12,0,0,12.00,0.000000,0.0000,12,12,0.00
UCNTHCkhxg03_a5P4vnailbw,UCNTHCkhxg03_a5P4vnailbw,creator,1,12,1,0,12.00,0.083333,0.0000,12,12,0.00
UCUk2Mne42mJ7dFASfEjrtyw,UCUk2Mne42mJ7dFASfEjrtyw,creator,2,10,0,0,5.00,0.000000,0.0000,5,5.8,0.00
UCw1Hs-87H7vxsVAzDCt0Uhg,UCw1Hs-87H7vxsVAzDCt0Uhg,hospital_clinic,1,10,1,0,10.00,0.100000,0.0000,10,10,0.00
UCqGKFDGeUgGyCvA5y_8we8g,UCqGKFDGeUgGyCvA5y_8we8g,hospital_clinic,1,6,2,0,6.00,0.333333,0.0000,6,6,0.00
UCrmVhir-RrJWZ8penGf0SIA,UCrmVhir-RrJWZ8penGf0SIA,creator,1,6,0,1,6.00,0.166667,0.0000,6,6,0.00
UCYnj6z2HBIV20MW1nb68-Sg,UCYnj6z2HBIV20MW1nb68-Sg,creator,1,6,0,1,6.00,0.166667,0.0000,6,6,0.00
UC2t-dX7ZLPInGJxXiJ0EfDA,UC2t-dX7ZLPInGJxXiJ0EfDA,creator,1,3,0,1,3.00,0.333333,0.0000,3,3,0.00
UCFlIZOH2U2IY2OvknTye6yQ,UCFlIZOH2U2IY2OvknTye6yQ,creator,1,3,0,1,3.00,0.333333,0.0000,3,3,0.00
UC5aw8Gm-zGrYK3-1vhQOFwA,UC5aw8Gm-zGrYK3-1vhQOFwA,creator,1,2,0,1,2.00,0.500000,0.0000,2,2,0.00
UCmny52KsEmekdJ76DTDKjPA,UCmny52KsEmekdJ76DTDKjPA,creator,1,2,0,0,2.00,0.000000,0.0000,2,2,0.00
UCMlkChH1IR2b88eit57eMjA,UCMlkChH1IR2b88eit57eMjA,creator,1,1,0,0,1.00,0.000000,0.0000,1,1,0.00
UCIt3u7FvzeahOMgE9Mxmp3g,UCIt3u7FvzeahOMgE9Mxmp3g,creator,1,1,0,1,1.00,1.000000,0.0000,1,1,0.00
UCRWG6ex16QYOqxmtrVT19wA,UCRWG6ex16QYOqxmtrVT19wA,creator,1,1,0,1,1.00,1.000000,0.0000,1,1,0.00
UCIbwsLY2V-2CgQQ3cevQAGw,UCIbwsLY2V-2CgQQ3cevQAGw,creator,1,0,0,0,0.00,0.000000,0.0000,0,0,0.00
UCqv8hkSj3pujRkIyJXKyL8g,UCqv8hkSj3pujRkIyJXKyL8g,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
UCpkxVo3DTlc-x1qNWdBr03Q,UCpkxVo3DTlc-x1qNWdBr03Q,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
-,-,creator,1,0,0,0,0.00,0.000000,0.0000,0,0,0.00
UCaCYiweMo3xsNtTRW38icKA,UCaCYiweMo3xsNtTRW38icKA,creator,1,0,0,0,0.00,0.000000,0.0000,0,0,0.00
UC7SwDicNnt_ifJ6TxtrIdlA,UC7SwDicNnt_ifJ6TxtrIdlA,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
UCwiXY7vSoDc284m77wug-vw,UCwiXY7vSoDc284m77wug-vw,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
UCrTbfj73iXMn4jJUmIysXeg,UCrTbfj73iXMn4jJUmIysXeg,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
UC8y1HvYk_V0jyl0XgOkRGzQ,UC8y1HvYk_V0jyl0XgOkRGzQ,creator,1,0,0,1,0.00,0.000000,0.0000,0,0,0.00
